受信日：8/1-9/17,,,,,,,,,,,,
No,受付年度,受付課,受付番号,状態,受信日,情報名,登録地点,路線名,対応種別,完了年月日,緯度,経度
888,2025,葵南道路整備課,1732,未対応,2025年9月2日,木が車道にはみ出ている。,静岡市葵区北安東一丁目８,十二双川沿線,,,34.99592311,138.3908924
889,2025,葵南道路整備課,1733,未対応,2025年9月2日,集水桝の調査依頼,静岡市葵区東草深町８,東草深町安東三丁目線,,,34.98348931,138.3844872
890,2025,清水道路整備課,1675,完了,2025年9月2日,法面から草が道路上に出てきている。,御門台24-9,草薙杉道一丁目御門台線,除草,2025年9月8日,35.00428415,138.4554995
891,2025,清水道路整備課,1677,未対応,2025年9月2日,段差解消,静岡市清水区袖師町,清水駅東口駅前広場線,,,35.02345415,138.4899393
892,2025,清水道路整備課,1674,未対応,2025年9月2日,側溝蓋の破損について,静岡市清水区蒲原,東小学校駅前線,,,35.11753325,138.6084706
893,2025,葵南道路整備課,1734,依頼済,2025年9月2日,街路樹が枯れている,静岡市葵区七間町,青葉通線,,,34.97181479,138.3808747
894,2025,葵北道路整備課,111,完了,2025年9月2日,H29の瑕疵（なし）事故について不満,静岡市葵区足久保口組,足久保口組住公団地３２号線,,2025年9月4日,35.04388755,138.3630071
895,2025,葵南道路整備課,1731,依頼済,2025年9月2日,歩道ブロックがたつき,静岡市葵区長沼南１－１,東静岡北口環状線,舗装,,34.98805667,138.4150733
896,2025,葵南道路整備課,1730,対応中,2025年9月2日,【枯木情報】４箇所,静岡市葵区本通三丁目,藤枝静岡線,,,34.97392886,138.3774767
897,2025,駿河道路整備課,1758,依頼済,2025年9月2日,インターロッキングがガタついている,静岡市葵区黒金町,南町１号線,構造物,,34.97130376,138.389055
898,2025,駿河道路整備課,1757,完了,2025年9月2日,除草依頼,静岡市駿河区西島,赤道,除草,2025年9月10日,34.94770955,138.4035715
899,2025,清水道路整備課,1672,完了,2025年9月2日,ハチの巣がある,静岡市清水区三保２１１９－１,本村海岸３７号線,,2025年9月3日,35.01088451,138.5280367
900,2025,清水道路整備課,1673,完了,2025年9月2日,歩道の除草,静岡市清水区押切1620,押切４１号線,除草,2025年9月8日,35.02964073,138.4554787
901,2025,葵南道路整備課,1729,未対応,2025年9月2日,除草,沓谷三丁目5-15-6,赤道,,,34.99243182,138.4048706
902,2025,駿河道路整備課,1756,依頼済,2025年9月2日,歩道のくぼみ,静岡市駿河区登呂５丁目２-33,静岡下島線,,,34.95315721,138.4066073
903,2025,清水道路整備課,1671,依頼済,2025年9月2日,樹木により道路の見通しが悪い,静岡市清水区宍原,宍原塩出線,,,35.19906049,138.521462
904,2025,清水道路整備課,1670,依頼済,2025年9月2日,カーブミラーが見にくい,静岡市清水区山切,草ケ谷吉原線,,,35.05711147,138.4836286
905,2025,駿河道路整備課,1892,依頼済,2025年9月2日,トイレの水が常時流れている,静岡市駿河区高松,国道150号,その他,,34.94340341,138.4147399
906,2025,清水道路整備課,1669,完了,2025年9月2日,【市民の声】道路に水が漏れている,静岡市清水区北脇,北脇１号線,,2025年9月2日,35.01370868,138.4635729
907,2025,駿河道路整備課,1755,完了,2025年9月2日,ポストコーン折れ,静岡市駿河区丸子６丁目４,丸子細工所線,,2025年9月3日,34.94753482,138.3489751
908,2025,駿河道路整備課,1754,完了,2025年9月2日,街路樹の剪定,静岡市駿河区下川原２丁目２４,(市)下川原中央線,,2025年9月10日,34.9396469,138.3786285
909,2025,葵南道路整備課,1728,未対応,2025年9月2日,カーブミラーの角度調整依頼,静岡市葵区千代田七丁目５,上足洗千代田線,,,35.00184026,138.4052671
910,2025,駿河道路整備課,1751,対応中,2025年9月2日,ラインが消えている。,静岡市駿河区登呂６丁目９,（市）南町一丁目下島線,,,34.95183784,138.4041504
911,2025,駿河道路整備課,1752,完了,2025年9月2日,溝蓋のぐらつき,静岡市駿河区池田,東名側道国吉田大谷線,,2025年9月2日,34.98293906,138.434226
912,2025,清水道路整備課,1667,依頼済,2025年9月2日,道路の雑草について,静岡市清水区駒越北町２,清水港線,,,34.98462083,138.5055715
913,2025,清水道路整備課,1668,完了,2025年9月2日,街路樹の桜の木があるが、近所から何か言われたらどうしたら良いか？,静岡市清水区下清水町１０ー１６,駒越富士見線,,2025年9月2日,35.00832562,138.4811553
914,2025,葵南道路整備課,1727,未対応,2025年9月2日,除草依頼,静岡市葵区北一丁目２０,北下の条１号線,,,35.03232093,138.3964509
915,2025,清水道路整備課,1666,依頼済,2025年9月2日,側溝蓋補修依頼,静岡市清水区淡島町６,淡島町６号線,,,35.01458885,138.4784535
916,2025,清水道路整備課,1664,依頼済,2025年9月2日,雑草について,静岡市清水区折戸,折戸三保１号線,,,34.99762753,138.5118531
917,2025,駿河道路整備課,1749,依頼済,2025年9月2日,反射材の設置。,静岡市駿河区下川原３丁目５,(市)下川原土地区画１号線,,,34.93876438,138.3718432
918,2025,清水道路整備課,1663,完了,2025年9月2日,ポストコーン破損,静岡市清水区下野中２,八坂北一丁目天王東線,,2025年9月3日,35.03430725,138.4694823
919,2025,清水道路整備課,1665,対応中,2025年9月2日,道路(舗装の穴など),静岡県静岡市清水区有東坂２丁目,静岡草薙清水線,,,35.009672,138.463541
920,2025,清水道路整備課,1662,完了,2025年9月2日,ミラーの破片飛散,静岡市清水区入江岡町１,静岡草薙清水線,,2025年9月2日,35.01320195,138.4782026
921,2025,駿河道路整備課,1748,完了,2025年9月2日,As穴,静岡市駿河区大和２丁目６,稲川二丁目曲金一丁目線,,2025年9月2日,34.97278974,138.3984568
922,2025,駿河道路整備課,1747,完了,2025年9月2日,落下物,静岡市駿河区中吉田２０,中吉田国道線,その他,2025年9月2日,34.99796451,138.4342709
923,2025,葵南道路整備課,1726,依頼済,2025年9月2日,暗渠部に雑草が生育しない対策,静岡市葵区千代田七丁目５－３１,千代田２２号線,,,35.00126119,138.4050802
924,2025,駿河道路整備課,1750,完了,2025年9月2日,ポストコーン折れ,静岡市駿河区宮川,大谷改良区７号線,,2025年9月2日,34.95738877,138.4232538
925,2025,葵南道路整備課,1725,対応中,2025年9月2日,雨水が滞留する箇所の排水改善,静岡市葵区千代田七丁目５－２５,上足洗千代田線,,,35.00177201,138.4051237
926,2025,駿河道路整備課,1746,完了,2025年9月2日,防災倉庫に木がかかっている。,静岡市駿河区向敷地５丁目６,手越向敷地１号線,,2025年9月2日,34.95936601,138.3634539
927,2025,駿河道路整備課,1745,完了,2025年9月2日,赤道の除草,静岡市駿河区小鹿,赤道,除草,2025年9月10日,34.96989067,138.4312314
928,2025,葵南道路整備課,1753,完了,2025年9月3日,動物死骸,静岡市葵区吉津400,藁科街道,動物死骸,2025年9月4日,34.98005289,138.3163325
929,2025,道路保全課,59,完了,2025年9月3日,動物死骸,静岡市清水区横砂１３８５－１,静清バイパス,動物死骸,2025年9月4日,35.044835,138.49778
930,2025,駿河道路整備課,1775,完了,2025年9月3日,側溝(破損・蓋のガタツキなど),静岡県静岡市駿河区大谷４４１,山脇大谷線,側溝,2025年9月9日,34.968118,138.426388
931,2025,葵南道路整備課,1752,完了,2025年9月3日,As穴,静岡市葵区平和一丁目6-17,平和町伝馬町新田１号線,,2025年9月10日,34.98698897,138.3662526
932,2025,駿河道路整備課,1773,完了,2025年9月3日,道路施設損傷事故（ガードレール）,静岡市駿河区栗原３,大谷川左岸栗原国吉田線,,2025年9月5日,34.9941247,138.4244288
933,2025,清水道路整備課,1689,対応中,2025年9月3日,路面にオイルを付着させてしまった,静岡市清水区西久保１丁目１２-33付近,袖師町矢倉町線,,,35.03305597,138.4848027
934,2025,清水道路整備課,1688,完了,2025年9月3日,側溝から悪臭がする,静岡市清水区駒越中１丁目１６-32,国道150号,,2025年9月11日,34.9785967,138.5010916
935,2025,葵南道路整備課,1751,未対応,2025年9月3日,落下物回収,静岡市葵区瀬名三丁目４６ー２１,平山草薙停車場線,,,35.01866584,138.4231251
936,2025,葵南道路整備課,1750,完了,2025年9月3日,集水桝清掃依頼,静岡市葵区相生町５-11,鷹匠公園相生町線,その他,2025年9月5日,34.97875796,138.3924342
937,2025,清水道路整備課,1686,依頼済,2025年9月3日,除草・側溝清掃,静岡市清水区西里,大向福士線,除草,,35.12068418,138.441402
938,2025,葵南道路整備課,1749,対応中,2025年9月3日,側溝内の堆積土砂撤去,静岡市葵区羽鳥二丁目18-12,羽鳥建穂２号線,,,34.97849548,138.3429076
939,2025,駿河道路整備課,1772,完了,2025年9月3日,道路(舗装の穴など),静岡県静岡市駿河区聖一色４１１,池田聖一色１号線,舗装,2025年9月10日,34.987018,138.426271
940,2025,駿河道路整備課,1771,完了,2025年9月3日,側溝蓋・グレーチングのがたつき,静岡市駿河区池田,池田小鹿２号線,,2025年9月10日,34.97854447,138.4275322
941,2025,駿河道路整備課,1770,完了,2025年9月3日,横断側溝と舗装の段差・グレーチングのがたつき,静岡市駿河区大谷３丁目５,大谷土地区画２９号線,舗装,2025年9月10日,34.95231599,138.436489
942,2025,葵南道路整備課,1748,依頼済,2025年9月3日,除草依頼,静岡市葵区岳美一丁目１３－５,岳美改良区7号線,除草,,35.00775143,138.3901195
943,2025,駿河道路整備課,1767,完了,2025年9月3日,歩道の縁石撤去が行われている。,静岡市駿河区下川原４丁目２８,下川原土地区画36号線,,2025年9月4日,34.9349036,138.3843084
944,2025,葵南道路整備課,1747,完了,2025年9月3日,カーブミラー角度調整(葵0623),静岡市葵区安東二丁目3-9地先,駿府町北安東線,カーブミラー,2025年9月16日,34.98773234,138.3860312
945,2025,駿河道路整備課,1765,完了,2025年9月3日,コア抜き,静岡市駿河区登呂５丁目２１,中島高松線,その他,2025年9月17日,34.95321977,138.4104013
946,2025,駿河道路整備課,1764,完了,2025年9月3日,家の前の除草。,静岡市駿河区馬渕３丁目１４,馬淵二丁目中田線,除草,2025年9月18日,34.96392006,138.3883562
947,2025,清水道路整備課,1685,未対応,2025年9月3日,縁石を擦ってしまった,静岡市清水区七ツ新屋１８３－１,楠新田吉川線,事故,,35.01132381,138.4530132
948,2025,清水道路整備課,1684,完了,2025年9月3日,除草,静岡市清水区北脇新田,渋川区画３２号線,除草,2025年9月9日,35.02308714,138.4692452
949,2025,葵南道路整備課,1746,完了,2025年9月3日,動物死骸,静岡市葵区追手町５,,動物死骸,2025年9月3日,34.97493433,138.3833338
950,2025,駿河道路整備課,1763,完了,2025年9月3日,カーブミラーが見えにくい。,静岡市駿河区池田,日本平動物園線,その他,2025年9月5日,34.98261634,138.4282907
951,2025,葵南道路整備課,1745,完了,2025年9月3日,側溝隙間の木材の劣化,静岡市葵区羽鳥一丁目７,服織中学校東側線,側溝,2025年9月8日,34.98011784,138.3463636
952,2025,駿河道路整備課,1761,未対応,2025年9月3日,アス穴,静岡市駿河区大和２丁目３,大和町一丁目小黒三丁目線,,,34.97268605,138.3984936
953,2025,清水道路整備課,1683,完了,2025年9月3日,倒木,静岡市清水区由比　阿僧,浜石３号線,,2025年9月4日,35.12134683,138.5359441
954,2025,駿河道路整備課,1760,完了,2025年9月3日,街路樹が支障になっている,静岡市駿河区新川１丁目９,静岡環状線,その他,2025年9月10日,34.96257683,138.3838539
955,2025,葵南道路整備課,1766,対応中,2025年9月3日,舗装のわだちについて,静岡市葵区鷹匠１丁目１,追手町音羽町線,,,34.97532653,138.3880134
956,2025,清水道路整備課,1682,完了,2025年9月3日,歩道の切り下げについてのご相談,静岡市清水区富士見町８-20,国道149号,,2025年9月3日,35.01102891,138.4897351
957,2025,葵南道路整備課,1744,完了,2025年9月3日,【道の相談室】除草,静岡市葵区瀬名七丁目27-7付近,瀬名西川原川久保線？,,2025年9月10日,35.03335101,138.4250882
958,2025,清水道路整備課,1681,完了,2025年9月3日,落下物　50㎝ほどの角材,静岡市清水区駒越北町５,国道150号,,2025年9月3日,34.98647179,138.4999551
959,2025,葵南道路整備課,1742,完了,2025年9月3日,除草依頼,静岡市葵区若松町,駒形井宮線,除草,2025年9月16日,34.98032706,138.366322
960,2025,葵南道路整備課,1741,完了,2025年9月3日,山側から木の枝が伸びている,静岡市葵区牧ケ谷2456,牧ヶ谷土地区画１４号線,,2025年9月4日,34.9693972,138.3469215
961,2025,葵南道路整備課,1740,未対応,2025年9月3日,L型側溝に水が溜まる,静岡市葵区駒形通五丁目6-7地先,駒形通一・六丁目線、本通十丁目駒形通五丁目線,,,34.96557614,138.3748424
962,2025,清水道路整備課,1680,完了,2025年9月3日,カーブミラーの向きがおかしい,静岡市清水区宮加三５６２付近,駒越中一丁目村松一丁目線,カーブミラー,2025年9月3日,34.9854084,138.4976032
963,2025,葵南道路整備課,1743,対応中,2025年9月3日,桝のつまり確認,静岡市葵区田町七丁目,田町四・七丁目線,,,34.96411696,138.3693566
964,2025,清水道路整備課,1679,完了,2025年9月3日,【道路緊急ダイアル】落下物（三角コーン）,静岡市清水区蒲原,国１バイパス,,2025年9月3日,35.11573596,138.6123497
965,2025,葵南道路整備課,1739,対応中,2025年9月3日,グレーチングがよく外れている,静岡市葵区,安倍川左岸水道町田町堤線,,,34.96860914,138.3650147
966,2025,葵南道路整備課,1737,完了,2025年9月3日,道路損傷事故（ガードレール、橋）,静岡市葵区小瀬戸,静岡朝比奈藤枝線,,2025年9月4日,34.98541703,138.3013114
967,2025,清水道路整備課,1678,未対応,2025年9月3日,道路(舗装の穴など),静岡県静岡市清水区楠新田３９０,楠新田楠２号線,舗装,,35.00643924,138.4424208
968,2025,駿河道路整備課,1786,完了,2025年9月4日,暗渠管の蓋の破損,静岡市駿河区小鹿,大谷川東側線,構造物,2025年9月12日,34.97228706,138.4234714
969,2025,駿河道路整備課,1785,完了,2025年9月4日,ポンプの設置,静岡市駿河区広野,法定外公共物,,2025年9月9日,34.92988662,138.3874893
970,2025,清水道路整備課,1697,完了,2025年9月4日,ポストコーンが折れている,静岡市清水区入江１丁目１１,元城町入江一丁目４号線,,2025年9月8日,35.0194866,138.4797563
971,2025,清水道路整備課,1696,対応中,2025年9月4日,注意看板設置要望,静岡市清水区西久保,西久保８号線,,,35.03571336,138.4842039
972,2025,葵南道路整備課,1761,未対応,2025年9月4日,山側の木が倒れそう,静岡市葵区黒俣,国道362号,その他,,35.04819818,138.2232779
973,2025,清水道路整備課,1695,対応中,2025年9月4日,法定外公共物（道路敷）の管理について,静岡市清水区御門台14-24,法定外公共物（道路敷）,,,35.0061521,138.4556848
974,2025,葵南道路整備課,1760,依頼済,2025年9月4日,道路(舗装の穴など),静岡県静岡市葵区銭座町１０５－３,水落町沓谷線,,,34.98672925,138.3948434
975,2025,葵南道路整備課,1759,未対応,2025年9月4日,【道路施設損傷事故】ガードレール擦過痕,静岡市葵区黒俣,国道362号線,事故,,35.0521875,138.2162096
976,2025,駿河道路整備課,1784,依頼済,2025年9月4日,赤道の除草,静岡市駿河区大谷,赤道,,,34.96269332,138.4264105
977,2025,葵南道路整備課,1758,依頼済,2025年9月4日,陥没疑い,静岡市葵区七間町,本通三丁目紺屋町線,,,34.97257431,138.3813223
978,2025,駿河道路整備課,1782,完了,2025年9月4日,道路冠水,静岡市駿河区中島,中島西脇線,,2025年9月17日,34.94230621,138.3934676
979,2025,駿河道路整備課,1783,完了,2025年9月4日,側溝(破損・蓋のガタツキなど),静岡県静岡市駿河区中田本町５８－２３,中田１１号線,,2025年9月8日,34.953253,138.398579
980,2025,葵南道路整備課,1757,完了,2025年9月4日,NTTの電柱について,静岡市葵区相生町８,相生町二丁目線,,2025年9月16日,34.97836023,138.3926144
981,2025,清水道路整備課,1694,完了,2025年9月4日,As穴,静岡市清水区能島,渋川一丁目能島線,,2025年9月5日,35.0251335,138.4599849
982,2025,清水道路整備課,1693,未対応,2025年9月4日,フェンスの中に生えている雑木の枝が道路に伸びている,静岡市清水区袖師町,袖師町５２号線,,,35.03738459,138.4962142
983,2025,清水道路整備課,1692,完了,2025年9月4日,雑草が伸びて道路にはみ出している,静岡市清水区蒲原　神沢,山手線,,2025年9月10日,35.11252592,138.5725835
984,2025,駿河道路整備課,1781,完了,2025年9月4日,ポストコーン破損,静岡市駿河区曲金２丁目２,静岡草薙清水線,,2025年9月5日,34.97557127,138.404845
985,2025,清水道路整備課,1691,完了,2025年9月4日,動物の屍骸（狸）,静岡市清水区原,ふるさと農道,動物死骸,2025年9月4日,35.05334721,138.4798144
986,2025,駿河道路整備課,1779,完了,2025年9月4日,除草,静岡市駿河区小鹿,民地,,2025年9月9日,34.97527632,138.4296356
987,2025,駿河道路整備課,1778,対応中,2025年9月4日,街路樹で信号機が見にくい,静岡市駿河区稲川３丁目２,静岡下島線,,,34.96652651,138.394084
988,2025,駿河道路整備課,1780,完了,2025年9月4日,【取扱注意】集水マスのグレーチングから草が伸びている,静岡市駿河区中島2592,中島２３号線,側溝,2025年9月11日,34.93664334,138.4024156
989,2025,駿河道路整備課,1777,対応中,2025年9月4日,【市民の声】道路沿の街路樹について,静岡市駿河区豊田１丁目３,丸子池田線,,,34.97175957,138.408821
990,2025,葵南道路整備課,1755,完了,2025年9月4日,道路損傷事故（照明灯接触）,静岡市葵区大工町,上大工町線,事故,2025年9月5日,34.97338413,138.375455
991,2025,葵南道路整備課,1754,完了,2025年9月4日,落下物回収（樹脂製物）,静岡市葵区南一丁目17,山脇大谷線,その他,2025年9月4日,35.02205188,138.3858823
992,2025,清水道路整備課,1690,完了,2025年9月4日,本村海岸17号線沿いの雑草,静岡市清水区三保,本村海岸１７号線,除草,2025年9月9日,35.01571969,138.5273948
993,2025,葵南道路整備課,1756,対応中,2025年9月4日,赤道の除草,静岡市葵区西瀬名町7-6,赤道,,,35.01120379,138.413969
994,2025,駿河道路整備課,1776,完了,2025年9月4日,側溝清掃,静岡市駿河区登呂５丁目１９,登呂遺跡南側３号線,側溝,2025年9月10日,34.95387898,138.4097275
995,2025,駿河道路整備課,1821,対応中,2025年9月5日,(台風１５号)土砂流出。,静岡市駿河区石部,(一)静岡焼津線,,,34.90125434,138.3468242
996,2025,駿河道路整備課,1819,対応中,2025年9月5日,（台風１５号）山側から、土砂、草木が流出,静岡市駿河区石部５０,（市）石部西９号線,,,34.91444924,138.353288
997,2025,駿河道路整備課,1817,対応中,2025年9月5日,(台風１０号)石部海上橋　山側から土砂,静岡市駿河区石部,(市)静岡焼津線,,,34.90679549,138.353037
998,2025,駿河道路整備課,1820,未対応,2025年9月5日,【台風15号】冠水,静岡市駿河区小鹿,小鹿堀之内３号線,,,34.96999838,138.4269581
999,2025,駿河道路整備課,1818,完了,2025年9月5日,【台風15号関連】土砂流出,静岡市駿河区中野新田,中野新田中原線,その他,2025年9月5日,34.95077297,138.3851282
1000,2025,駿河道路整備課,1815,依頼済,2025年9月5日,【台風15号】土砂撤去,静岡市駿河区根古屋,根古屋山下線,側溝,,34.96283566,138.4718961
1001,2025,駿河道路整備課,1816,完了,2025年9月5日,（台風１５号）側溝土砂堆積。,静岡市駿河区宇津ノ谷,（一）藤枝静岡線,,2025年9月10日,34.93727294,138.301655
1002,2025,駿河道路整備課,1814,対応中,2025年9月5日,（台風１５号）道路冠水,静岡市駿河区国吉田４丁目２９,（市）草薙駅通１号線,,,34.99373743,138.4366682
1003,2025,駿河道路整備課,1812,未対応,2025年9月5日,（台風１５号）道路冠水,静岡市駿河区登呂２丁目１４,(市)登呂遺跡南側３号線,,,34.95650552,138.4139391
1004,2025,駿河道路整備課,1811,完了,2025年9月5日,【台風15号】北村地下道アンダーパス冠水,静岡市駿河区栗原,北村地下道線,その他,2025年9月10日,34.99337825,138.4271896
1005,2025,駿河道路整備課,1822,完了,2025年9月5日,動物の死骸,静岡市駿河区宇津ノ谷1-1,藤枝静岡線,動物死骸,2025年9月6日,34.93902177,138.3129952
1006,2025,駿河道路整備課,1808,完了,2025年9月5日,（台風１５号）道路冠水,静岡市駿河区国吉田６丁目３,（市）国吉田有度山１号線,,2025年9月9日,34.98770266,138.4383189
1007,2025,駿河道路整備課,1809,完了,2025年9月5日,【台風15号】中吉田アンダーパス冠水,静岡市駿河区国吉田２丁目,中吉田地下道線,その他,2025年9月5日,34.99602099,138.4309921
1008,2025,駿河道路整備課,1806,完了,2025年9月5日,（台風１５号）側溝に土砂が堆積している。,静岡市駿河区八幡１丁目２,(市)八幡本町一丁目１号線,,2025年9月9日,34.97307635,138.3941147
1009,2025,駿河道路整備課,1804,完了,2025年9月5日,【台風15号】道路清掃,静岡市駿河区国吉田６丁目７,国吉田南１号線,,2025年9月5日,34.98848792,138.4374127
1010,2025,駿河道路整備課,1807,完了,2025年9月5日,動物死骸,静岡市駿河区手越327-2,藤枝静岡線,動物死骸,2025年9月5日,34.95540123,138.364052
1011,2025,駿河道路整備課,1801,対応中,2025年9月5日,(台風１５号)崩土　（大正トンネル手前）,静岡市駿河区宇津ノ谷,（市）静岡藤枝線,,,34.93512916,138.3020133
1012,2025,清水道路整備課,1711,未対応,2025年9月5日,【緊急ダイヤル】民地から砂利,八木間町１９０８,興津第一土地区画１１号線,,,35.07126132,138.5214932
1013,2025,清水道路整備課,1712,依頼済,2025年9月5日,【9/5台風15号No.60】擁壁が倒れて土砂流出,静岡市清水区緑が丘町20-10,日立１０号線,,,34.99171603,138.485281
1014,2025,駿河道路整備課,1800,完了,2025年9月5日,（台風１５号）大雨で側溝蓋が外れている。,静岡市駿河区聖一色,聖一色池田３号線,,2025年9月5日,34.98458185,138.428364
1015,2025,清水道路整備課,1759,依頼済,2025年9月5日,【台風15号No.58】マンホールと舗装に段差,静岡市清水区草薙２２０ー２,草薙奥１号線,舗装,,34.99607194,138.4508623
1016,2025,清水道路整備課,1710,完了,2025年9月5日,防護柵などその他,静岡県静岡市清水区谷津町二丁目,おきつ川遊歩道,,2025年9月8日,35.07968045,138.5204762
1017,2025,清水道路整備課,1709,完了,2025年9月5日,【台風15号No.6】アンダーパス冠水による車両水没,静岡市清水区中之郷３丁目６,平山草薙停車場線,,2025年9月5日,35.00085528,138.4386302
1018,2025,清水道路整備課,1761,依頼済,2025年9月5日,【台風15号No.57】道路脇に砕石等が堆積,静岡市清水区大沢町１,日の出町押切線,,,35.0053781,138.4748481
1019,2025,駿河道路整備課,1810,完了,2025年9月5日,【台風15号】路面上の枝木回収,静岡市駿河区小鹿,小鹿３１号線,,2025年9月5日,34.97638271,138.4300681
1020,2025,葵南道路整備課,1785,未対応,2025年9月5日,道路のへこみ他,静岡市葵区与一五丁目２３,与一団地南側線,舗装,,35.01118404,138.3667993
1021,2025,清水道路整備課,1714,完了,2025年9月5日,【台風１５号No.66】土砂堆積,静岡市清水区北矢部,北矢部日本平線,,2025年9月12日,34.99274532,138.4706555
1022,2025,清水道路整備課,1708,完了,2025年9月5日,道路(舗装の穴など),静岡市清水区船越１丁目１６,船越町１０号線,,2025年9月6日,35.00111766,138.4664979
1023,2025,清水道路整備課,1764,依頼済,2025年9月5日,【台風15号No.55】土砂が落石防護工内に溜まっている,静岡市清水区由比　東山寺,東内大門線,,,35.11882523,138.5584756
1024,2025,駿河道路整備課,1799,完了,2025年9月5日,防護柵などその他,静岡市駿河区宮竹２丁目２,高松土地区画４４号線,,2025年9月10日,34.95146855,138.4170825
1025,2025,駿河道路整備課,1803,完了,2025年9月5日,【台風15号】側溝蓋が外れている,静岡市駿河区谷田４１,中之郷谷田線,,2025年9月5日,34.99471117,138.4408667
1026,2025,清水道路整備課,1809,依頼済,2025年9月5日,【台風15号No.49】No.17とダブリ,静岡市清水区鳥坂,鳥坂８号線,,,35.01466677,138.4361216
1027,2025,葵南道路整備課,1783,依頼済,2025年9月5日,民地内の青看板撤去について,静岡市葵区北一丁目8-54,北農協前線,その他,,35.03334045,138.394329
1028,2025,清水道路整備課,1768,依頼済,2025年9月5日,【台風15号No.48】道路にあった木を数本堀石材工業裏手に集めてある,静岡市清水区楠新田,楠新田吉川線,,,35.00633692,138.4432611
1029,2025,清水道路整備課,1773,完了,2025年9月5日,【台風15号No.46】県道に土砂が堆積,静岡市清水区横砂,茂畑横砂線,,2025年9月8日,35.04850069,138.4956434
1030,2025,駿河道路整備課,1798,依頼済,2025年9月5日,側溝(破損・蓋のガタツキなど),静岡県静岡市駿河区有明町１１－８,東町豊田線,側溝,,34.96534378,138.4097327
1031,2025,清水道路整備課,1707,完了,2025年9月5日,側溝(破損・蓋のガタツキなど),静岡県静岡市清水区草薙３２７－２６,草薙つつじが丘団地６号線,,2025年9月8日,34.99627271,138.4510632
1032,2025,駿河道路整備課,1993,依頼済,2025年9月5日,【台風15号関連】安倍川駅エスカレータ機械室に浸水,静岡市駿河区みずほ４丁目,安倍川駅歩行者専用道線,,,34.94097616,138.3642793
1033,2025,清水道路整備課,1765,完了,2025年9月5日,【台風15No.52】歩道に一斗缶数個流れてきた,静岡市清水区草薙北１,草薙３２号線,,2025年9月8日,35.00416705,138.4413208
1034,2025,駿河道路整備課,1797,未対応,2025年9月5日,防護柵などその他,静岡県静岡市駿河区小坂１７２３,,,,34.9230514,138.3460906
1035,2025,清水道路整備課,1796,依頼済,2025年9月5日,【台風15号　No.40】道路に土砂が堆積,静岡市清水区鳥坂,鳥坂８号線,,,35.01533635,138.4346328
1036,2025,清水道路整備課,1716,完了,2025年9月5日,【台風１５号No.68】土砂堆積,静岡市清水区北矢部,北矢部草薙線,,2025年9月12日,34.99540786,138.4707266
1037,2025,葵南道路整備課,1784,完了,2025年9月5日,【9/5台風15号】冠水,静岡市葵区北安東一丁目２９,駿府町北安東線,,2025年9月9日,34.99406633,138.3862462
1038,2025,清水道路整備課,1726,完了,2025年9月5日,【台風15号No.44】側溝蓋上がり（段差）,静岡市清水区村松2295-1,村松堀込２号線,,2025年9月5日,34.99578009,138.4813388
1039,2025,駿河道路整備課,1796,完了,2025年9月5日,側溝の土砂撤去してほしい,静岡市駿河区宮竹２丁目５,高松宮竹２号線,,2025年9月8日,34.94944053,138.418249
1040,2025,駿河道路整備課,1795,対応中,2025年9月5日,【台風15号】防護柵などその他,静岡県静岡市駿河区小坂,東名側道小坂３号線,,,34.91953535,138.3473982
1041,2025,清水道路整備課,1779,対応中,2025年9月5日,【台風15号No.41】側溝が詰まっているため土砂を撤去,静岡市清水区尾羽２５６,尾羽横砂線,,,35.04398417,138.491747
1042,2025,清水道路整備課,1727,完了,2025年9月5日,【台風15号No.62】側溝蓋外れ（段差）,静岡市清水区宮加三128-1、126-19,日本平南矢部線,,2025年9月5日,34.98623602,138.4868798
1043,2025,清水道路整備課,1744,完了,2025年9月5日,【台風15号No.50】松前球場入口冠水,静岡市清水区三保,本村海岸２号線,,2025年9月6日,35.01468211,138.5222615
1044,2025,清水道路整備課,1805,依頼済,2025年9月5日,【台風15号No.63】土砂堆積,静岡市清水区横砂,茂畑横砂線,,,35.0486092,138.4956467
1045,2025,清水道路整備課,1713,依頼済,2025年9月5日,【台風15号No.64】冠水,静岡市清水区三保,本村海岸２号線,,,35.01470129,138.5217147
1046,2025,清水道路整備課,1706,対応中,2025年9月5日,【台風15号　№37】マンホール横にヒビ（陥没疑）,静岡市清水区草薙杉道１丁目６50,草薙奥１２号線,,,35.00283997,138.4535949
1047,2025,清水道路整備課,1820,依頼済,2025年9月5日,【台風15号No.36】道路冠水,静岡市清水区七ツ新屋１丁目２-11,草薙二丁目上原一丁目線,,,35.01076306,138.4554497
1048,2025,清水道路整備課,1831,完了,2025年9月5日,【台風15号No.38】車道に鉄板,静岡市清水区有東坂５,有東坂二丁目１号線,,2025年9月8日,35.00648682,138.465149
1049,2025,駿河道路整備課,1805,完了,2025年9月5日,【台風15号】蓋が外れている,静岡市駿河区国吉田６丁目１１,国吉田有度山２号線,,2025年9月5日,34.98913758,138.4390307
1050,2025,清水道路整備課,1728,完了,2025年9月5日,【台風15号No.65】道路上に角材,静岡市清水区万世町２丁目２-2,国道149号,,2025年9月6日,35.0127343,138.4887781
